drug,source tissue,target tissue,type,feature,pval,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
Atezo,BLCA,KIRC,strict,norm-node,0.1,8,242,0.984,1.0,0.6904761904761905,0.6734006734006734,26,7,6,3
Atezo,BLCA,KIRC,strict,norm-node,0.1,9,242,0.984,1.0,0.7142857142857143,0.7155425219941348,26,5,7,4
Atezo,BLCA,KIRC,strict,norm-node,0.1,10,242,0.984,0.999149177538287,0.40476190476190477,0.5833333333333334,11,25,0,6
Atezo,BLCA,KIRC,strict,norm-node,0.1,11,242,1.0,1.0,0.6904761904761905,0.620408163265306,24,11,2,5
Atezo,BLCA,KIRC,strict,norm-node,0.1,12,242,0.984,1.0,0.5238095238095238,0.5876543209876544,16,11,9,6
Atezo,BLCA,KIRC,strict,norm-node,0.1,13,242,1.0,1.0,0.6190476190476191,0.65625,23,9,7,3
Atezo,BLCA,KIRC,strict,norm-node,0.1,14,242,0.96,0.9987714987714987,0.5952380952380952,0.6055555555555555,20,10,7,5
Atezo,BLCA,KIRC,strict,norm-node,0.1,15,242,1.0,1.0,0.5476190476190477,0.46666666666666673,18,12,7,5
Atezo,BLCA,KIRC,strict,norm-node,0.1,16,242,0.976,0.9996878901373283,0.6428571428571429,0.6419098143236074,22,7,8,5
Atezo,BLCA,KIRC,strict,norm-node,0.1,17,242,1.0,1.0,0.6428571428571429,0.6583333333333333,21,9,6,6
Atezo,BLCA,KIRC,strict,norm-node,0.1,18,242,1.0,1.0,0.7380952380952381,0.7272727272727273,26,7,4,5
Atezo,BLCA,KIRC,strict,norm-node,0.1,19,242,0.984,0.9997018485390579,0.6190476190476191,0.609375,22,10,6,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,0,242,1.0,1.0,0.5952380952380952,0.68013468013468,19,14,3,6
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,1,242,0.984,1.0,0.5714285714285714,0.5845588235294117,19,15,3,5
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,2,242,1.0,1.0,0.6666666666666666,0.6138888888888888,21,9,5,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,3,242,0.992,1.0,0.6428571428571429,0.653958944281525,23,8,7,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,4,242,1.0,1.0,0.6666666666666666,0.7155425219941349,20,11,3,8
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,5,242,0.992,1.0,0.7142857142857143,0.6514423076923077,20,6,6,10
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,6,242,1.0,1.0,0.5952380952380952,0.6064814814814814,16,8,9,9
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,7,242,0.984,1.0,0.5238095238095238,0.48317307692307687,19,7,13,3
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,8,242,1.0,1.0,0.6428571428571429,0.6493827160493827,18,9,6,9
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,9,242,0.992,1.0,0.6666666666666666,0.5841836734693877,21,7,7,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,10,242,0.984,1.0,0.6904761904761905,0.66875,25,7,6,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,11,242,0.992,1.0,0.5952380952380952,0.5833333333333335,21,9,8,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,12,242,0.976,0.9970184853905784,0.7142857142857143,0.79375,23,9,3,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,13,242,1.0,1.0,0.5476190476190477,0.43695014662756604,19,12,7,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,14,242,0.984,0.999697519661222,0.6190476190476191,0.5542521994134897,20,11,5,6
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,15,242,1.0,1.0,0.6428571428571429,0.5596816976127321,22,7,8,5
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,16,242,1.0,1.0,0.6666666666666666,0.6000000000000001,24,6,8,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,17,242,1.0,1.0,0.7380952380952381,0.7166666666666667,26,4,7,5
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,18,242,0.992,1.0,0.6190476190476191,0.40441176470588236,25,9,7,1
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.1,19,242,1.0,1.0,0.6190476190476191,0.6684350132625995,20,9,7,6
Atezo,BLCA,KIRC,strict,norm-node,0.05,0,152,0.992,1.0,0.6904761904761905,0.615625,25,7,6,4
Atezo,BLCA,KIRC,strict,norm-node,0.05,1,152,0.992,1.0,0.7142857142857143,0.7135802469135802,21,6,6,9
Atezo,BLCA,KIRC,strict,norm-node,0.05,2,152,0.936,0.9847066167290887,0.6428571428571429,0.5702917771883289,21,8,7,6
Atezo,BLCA,KIRC,strict,norm-node,0.05,3,152,0.976,0.9965079365079366,0.7142857142857143,0.6428571428571429,22,6,6,8
Atezo,BLCA,KIRC,strict,norm-node,0.05,4,152,0.976,1.0,0.7380952380952381,0.7214854111405835,24,5,6,7
Atezo,BLCA,KIRC,strict,norm-node,0.05,5,152,0.944,0.9957652752571083,0.7380952380952381,0.6715542521994136,24,7,4,7
Atezo,BLCA,KIRC,strict,norm-node,0.05,6,152,1.0,1.0,0.6904761904761905,0.656891495601173,23,8,5,6
Atezo,BLCA,KIRC,strict,norm-node,0.05,7,152,0.976,0.9993136582017845,0.47619047619047616,0.4907407407407407,12,12,10,8
Atezo,BLCA,KIRC,strict,norm-node,0.05,8,152,0.992,1.0,0.7142857142857143,0.7222222222222222,24,6,6,6
Atezo,BLCA,KIRC,strict,norm-node,0.05,9,152,0.968,0.9975031210986267,0.6428571428571429,0.6684350132625995,20,9,6,7
Atezo,BLCA,KIRC,strict,norm-node,0.05,10,152,0.992,0.9988073941562313,0.6904761904761905,0.740625,21,11,2,8
Atezo,BLCA,KIRC,strict,norm-node,0.05,11,152,1.0,1.0,0.5238095238095238,0.4633431085043988,18,13,7,4
Atezo,BLCA,KIRC,strict,norm-node,0.05,12,152,0.992,1.0,0.6904761904761905,0.6,25,7,6,4
Atezo,BLCA,KIRC,strict,norm-node,0.05,13,152,0.952,0.9987515605493134,0.6428571428571429,0.506631299734748,22,7,8,5
Atezo,BLCA,KIRC,strict,norm-node,0.05,14,152,0.968,1.0,0.7857142857142857,0.7946127946127947,27,6,3,6
Atezo,BLCA,KIRC,strict,norm-node,0.05,15,152,0.976,1.0,0.7380952380952381,0.713527851458886,23,6,5,8
Atezo,BLCA,KIRC,strict,norm-node,0.05,16,152,0.976,1.0,0.6190476190476191,0.5851851851851851,18,9,7,8
Atezo,BLCA,KIRC,strict,norm-node,0.05,17,152,0.984,1.0,0.7142857142857143,0.6988235294117647,21,4,8,9
Atezo,BLCA,KIRC,strict,norm-node,0.05,18,152,0.992,1.0,0.6190476190476191,0.7235576923076923,19,7,9,7
Atezo,BLCA,KIRC,strict,norm-node,0.05,19,152,0.976,1.0,0.7380952380952381,0.7472222222222222,24,6,5,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,0,152,1.0,1.0,0.47619047619047616,0.45312499999999994,18,14,8,2
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,1,152,0.968,1.0,0.5,0.46153846153846156,18,11,10,3
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,2,152,0.992,0.9996706192358366,0.6190476190476191,0.47115384615384615,21,5,11,5
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,3,152,0.96,0.994668911335578,0.47619047619047616,0.4648648648648649,19,18,4,1
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,4,152,0.968,0.9976470588235294,0.6428571428571429,0.531986531986532,26,7,8,1
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,5,152,1.0,1.0,0.5238095238095238,0.44781144781144777,20,13,7,2
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,6,152,0.984,1.0,0.5714285714285714,0.5395894428152492,20,11,7,4
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,7,152,0.944,0.9970355731225297,0.5952380952380952,0.5384615384615384,18,8,9,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,8,152,0.944,0.9928214731585518,0.5,0.6047745358090185,15,14,7,6
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,9,152,0.912,0.9800362976406534,0.6666666666666666,0.6715542521994134,21,10,4,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,10,152,0.96,0.994920634920635,0.6190476190476191,0.5331632653061225,19,9,7,7
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,11,152,0.968,0.9952380952380953,0.6666666666666666,0.5510204081632654,20,8,6,8
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,12,152,0.952,0.9963702359346642,0.6428571428571429,0.6070381231671553,24,7,8,3
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,13,152,0.976,0.9996878901373283,0.47619047619047616,0.38196286472148544,18,11,11,2
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,14,152,0.984,1.0,0.6428571428571429,0.5480769230769231,19,7,8,8
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,15,152,0.944,0.993015873015873,0.5,0.5,16,12,9,5
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,16,152,0.992,1.0,0.6190476190476191,0.43750000000000006,24,10,6,2
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,17,152,0.968,1.0,0.5238095238095238,0.4297082228116711,19,10,10,3
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,18,152,0.96,0.9993950393224441,0.6428571428571429,0.6334310850439883,24,7,8,3
Atezo,BLCA,KIRC,strict,norm-node-matched-random,0.05,19,152,0.96,0.9975031210986267,0.6666666666666666,0.6763925729442971,20,9,5,8
Atezo,BLCA,KIRC,loose,edge,0.1,0,126,0.952,0.9880739415623137,0.5952380952380952,0.6781250000000001,23,9,8,2
Atezo,BLCA,KIRC,loose,edge,0.1,1,126,0.992,1.0,0.5714285714285714,0.6023529411764705,16,9,9,8
Atezo,BLCA,KIRC,loose,edge,0.1,2,126,0.944,0.9809437386569873,0.5,0.5161290322580645,17,14,7,4
Atezo,BLCA,KIRC,loose,edge,0.1,3,126,0.976,0.9997018485390579,0.5952380952380952,0.615625,20,12,5,5
Atezo,BLCA,KIRC,loose,edge,0.1,4,126,0.952,0.998235294117647,0.6428571428571429,0.6094276094276094,23,10,5,4
Atezo,BLCA,KIRC,loose,edge,0.1,5,126,1.0,1.0,0.7142857142857143,0.7029177718832892,23,6,6,7
Atezo,BLCA,KIRC,loose,edge,0.1,6,126,0.984,1.0,0.6666666666666666,0.6388888888888888,21,9,5,7
Atezo,BLCA,KIRC,loose,edge,0.1,7,126,0.992,0.9963702359346642,0.5476190476190477,0.404692082111437,22,9,10,1
Atezo,BLCA,KIRC,loose,edge,0.1,8,126,0.984,1.0,0.6428571428571429,0.6428571428571429,23,5,10,4
Atezo,BLCA,KIRC,loose,edge,0.1,9,126,1.0,1.0,0.6428571428571429,0.6444444444444444,22,8,7,5
Atezo,BLCA,KIRC,loose,edge,0.1,10,126,0.984,1.0,0.7619047619047619,0.6187683284457478,26,5,5,6
Atezo,BLCA,KIRC,loose,edge,0.1,11,126,0.904,0.9703495630461922,0.6428571428571429,0.6339522546419099,23,6,9,4
Atezo,BLCA,KIRC,loose,edge,0.1,12,126,0.984,1.0,0.5952380952380952,0.6286472148541115,22,7,10,3
Atezo,BLCA,KIRC,loose,edge,0.1,13,126,0.968,0.9964447317388494,0.5476190476190477,0.5037037037037038,19,8,11,4
Atezo,BLCA,KIRC,loose,edge,0.1,14,126,0.976,0.9996928746928747,0.6190476190476191,0.4527777777777778,22,8,8,4
Atezo,BLCA,KIRC,loose,edge,0.1,15,126,0.984,1.0,0.7380952380952381,0.6397058823529412,26,8,3,5
Atezo,BLCA,KIRC,loose,edge,0.1,16,126,0.96,1.0,0.6428571428571429,0.5654320987654321,20,7,8,7
Atezo,BLCA,KIRC,loose,edge,0.1,17,126,0.936,0.9997096399535425,0.6428571428571429,0.49632352941176466,25,9,6,2
Atezo,BLCA,KIRC,loose,edge,0.1,18,126,0.912,0.9754363283775048,0.6190476190476191,0.5506172839506174,21,6,10,5
Atezo,BLCA,KIRC,loose,edge,0.1,19,126,0.936,0.9870717517776341,0.6190476190476191,0.5506172839506174,19,8,8,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,0,126,0.976,0.992014742014742,0.6190476190476191,0.4833333333333333,22,8,8,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,1,126,0.968,0.9984126984126984,0.5952380952380952,0.5561224489795918,18,10,7,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,2,126,0.992,1.0,0.6190476190476191,0.6123456790123457,19,8,8,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,3,126,0.96,0.9966397849462366,0.6428571428571429,0.5694117647058823,22,3,12,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,4,126,0.968,0.9980237154150198,0.6666666666666666,0.6730769230769231,22,4,10,6
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,5,126,0.936,0.9930429522081065,0.7142857142857143,0.6774193548387097,25,6,6,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,6,126,1.0,1.0,0.6666666666666666,0.5865102639296188,23,8,6,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,7,126,0.96,0.995085995085995,0.6428571428571429,0.6527777777777778,20,10,5,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,8,126,0.992,1.0,0.5714285714285714,0.5305039787798409,20,9,9,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,9,126,1.0,1.0,0.6190476190476191,0.6098765432098765,21,6,10,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,10,126,0.984,0.9993757802746567,0.6190476190476191,0.6312997347480107,21,8,8,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,11,126,0.928,0.9839357429718876,0.7857142857142857,0.8244897959183674,29,6,3,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,12,126,0.92,0.9897891963109354,0.5476190476190477,0.5048076923076924,18,8,11,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,13,126,0.992,1.0,0.5952380952380952,0.5055555555555555,24,6,11,1
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,14,126,0.968,0.9990303813833226,0.5476190476190477,0.5555555555555556,19,8,11,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,15,126,0.92,0.9883645765998708,0.6904761904761905,0.6938271604938271,22,5,8,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,16,126,0.92,0.9847619047619047,0.5952380952380952,0.5765306122448979,18,10,7,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,17,126,0.936,0.990459153249851,0.6190476190476191,0.49062500000000003,23,9,7,3
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,18,126,1.0,1.0,0.5,0.46562500000000007,18,14,7,3
Atezo,BLCA,KIRC,loose,edge-matched-random,0.1,19,126,0.976,0.9985294117647059,0.6904761904761905,0.569023569023569,25,8,5,4
Atezo,BLCA,KIRC,loose,edge,0.05,0,84,0.968,0.9937388193202147,0.5714285714285714,0.471875,22,10,8,2
Atezo,BLCA,KIRC,loose,edge,0.05,1,84,0.968,0.9993412384716732,0.5714285714285714,0.6418269230769231,16,10,8,8
Atezo,BLCA,KIRC,loose,edge,0.05,2,84,0.888,0.9509987515605494,0.42857142857142855,0.3421750663129974,14,15,9,4
Atezo,BLCA,KIRC,loose,edge,0.05,3,84,0.968,0.9984643734643734,0.6428571428571429,0.6472222222222223,21,9,6,6
Atezo,BLCA,KIRC,loose,edge,0.05,4,84,0.912,0.9676190476190476,0.6190476190476191,0.6326530612244898,22,6,10,4
Atezo,BLCA,KIRC,loose,edge,0.05,5,84,0.952,0.998095238095238,0.5714285714285714,0.5663265306122448,18,10,8,6
Atezo,BLCA,KIRC,loose,edge,0.05,6,84,0.936,0.985178463399879,0.6904761904761905,0.7741935483870968,21,10,3,8
Atezo,BLCA,KIRC,loose,edge,0.05,7,84,0.944,0.9984394506866416,0.6190476190476191,0.6419098143236075,23,6,10,3
Atezo,BLCA,KIRC,loose,edge,0.05,8,84,0.952,0.9963144963144963,0.5238095238095238,0.5472222222222223,16,14,6,6
Atezo,BLCA,KIRC,loose,edge,0.05,9,84,0.952,0.9912734324499031,0.5,0.40740740740740744,17,10,11,4
Atezo,BLCA,KIRC,loose,edge,0.05,10,84,0.888,0.9652948402948404,0.6190476190476191,0.725,23,7,9,3
Atezo,BLCA,KIRC,loose,edge,0.05,11,84,0.896,0.9878277153558053,0.5952380952380952,0.7055702917771884,21,8,9,4
Atezo,BLCA,KIRC,loose,edge,0.05,12,84,0.944,0.9978501228501229,0.6428571428571429,0.6694444444444445,21,9,6,6
Atezo,BLCA,KIRC,loose,edge,0.05,13,84,0.872,0.9349667271627344,0.6190476190476191,0.6011730205278593,19,12,4,7
Atezo,BLCA,KIRC,loose,edge,0.05,14,84,0.944,0.9978152309612984,0.6904761904761905,0.6816976127320955,24,5,8,5
Atezo,BLCA,KIRC,loose,edge,0.05,15,84,0.952,0.9897003745318351,0.6428571428571429,0.6286472148541113,22,7,8,5
Atezo,BLCA,KIRC,loose,edge,0.05,16,84,0.928,0.9885057471264368,0.6666666666666666,0.6686217008797655,22,9,5,6
Atezo,BLCA,KIRC,loose,edge,0.05,17,84,0.944,0.9892665474060823,0.6666666666666666,0.696875,21,11,3,7
Atezo,BLCA,KIRC,loose,edge,0.05,18,84,0.96,0.9925093632958801,0.5238095238095238,0.5066312997347481,17,12,8,5
Atezo,BLCA,KIRC,loose,edge,0.05,19,84,0.944,0.984875983061101,0.6666666666666666,0.6363636363636364,25,6,8,3
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,0,84,0.872,0.9553975436328377,0.5476190476190477,0.582716049382716,18,9,10,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,1,84,0.84,0.9197530864197532,0.6904761904761905,0.654054054054054,27,10,3,2
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,2,84,0.968,0.9966216216216216,0.6428571428571429,0.5361111111111111,21,9,6,6
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,3,84,0.936,0.9803174603174604,0.5714285714285714,0.6122448979591837,19,9,9,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,4,84,0.832,0.9267647058823529,0.6190476190476191,0.5993265993265993,21,12,4,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,5,84,0.936,0.984394506866417,0.6904761904761905,0.7798408488063661,21,8,5,8
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,6,84,0.952,0.9983530961791831,0.6428571428571429,0.6033653846153846,23,3,12,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,7,84,0.888,0.9760442260442261,0.6190476190476191,0.5694444444444444,21,9,7,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,8,84,0.8,0.921470588235294,0.6666666666666666,0.6531986531986532,24,9,5,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,9,84,0.992,0.9996878901373283,0.5476190476190477,0.5251989389920424,19,10,9,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,10,84,0.968,1.0,0.5,0.4693877551020408,15,13,8,6
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,11,84,0.832,0.9319419237749547,0.5238095238095238,0.563049853372434,19,12,8,3
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,12,84,0.888,0.9422262552934059,0.6904761904761905,0.6598240469208211,22,9,4,7
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,13,84,0.864,0.9517460317460317,0.5952380952380952,0.5714285714285714,19,9,8,6
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,14,84,0.872,0.956764705882353,0.5952380952380952,0.49158249158249157,20,13,4,5
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,15,84,0.856,0.934769038701623,0.6428571428571429,0.689655172413793,18,11,4,9
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,16,84,0.944,0.9970355731225297,0.6904761904761905,0.6682692307692307,20,6,7,9
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,17,84,0.96,0.9972776769509982,0.6666666666666666,0.533724340175953,24,7,7,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,18,84,0.944,0.9871007371007371,0.6190476190476191,0.5638888888888889,22,8,8,4
Atezo,BLCA,KIRC,loose,edge-matched-random,0.05,19,84,0.928,0.9927404718693285,0.5952380952380952,0.6217008797653959,21,10,7,4
Atezo,BLCA,KIRC,loose,node,0.1,0,58,0.792,0.8904761904761904,0.6904761904761905,0.6454081632653061,21,7,6,8
Atezo,BLCA,KIRC,loose,node,0.1,1,58,0.88,0.9738202973497092,0.5714285714285714,0.5407407407407409,18,9,9,6
Atezo,BLCA,KIRC,loose,node,0.1,2,58,0.824,0.8978919631093545,0.6904761904761905,0.6586538461538461,20,6,7,9
Atezo,BLCA,KIRC,loose,node,0.1,3,58,0.896,0.9534180278281912,0.5476190476190477,0.5835777126099706,17,14,5,6
Atezo,BLCA,KIRC,loose,node,0.1,4,58,0.832,0.9198427102238355,0.5,0.49560117302052786,18,13,8,3
Atezo,BLCA,KIRC,loose,node,0.1,5,58,0.872,0.9457142857142857,0.6904761904761905,0.6581632653061223,20,8,5,9
Atezo,BLCA,KIRC,loose,node,0.1,6,58,0.848,0.9425675675675675,0.5476190476190477,0.4472222222222223,20,10,9,3
